publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	platform_url	platform	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publiation_title_id	access_type	preceding_title_journal_id	journal_id	journal_title_history	monograph_parent_collection_title	zdb
European-American trade and financial alliances		9781845426699 (e-book)							https://www.elgaronline.com/view/9781843769071.xml|https://doi.org/10.4337/9781845426699				eep9781845426699		fulltext		Edward Elgar Pub.,	Monograph		2005						P					
Governance, multinationals, and growth		9781845425579 (e-book)							https://www.elgaronline.com/view/9781843769095.xml|https://doi.org/10.4337/9781845425579				eep9781845425579		fulltext		Edward Elgar,	Monograph		2005						P					
Business relating business : managing organisational relations and networks /		9781848441538 (e-book)							https://www.elgaronline.com/view/9781845425395.xml|https://doi.org/10.4337/9781848441538			Wilkinson, Ian	eep9781848441538		fulltext		Edward Elgar,	Monograph		2008						P					
The hidden enterprise culture : entrepreneurship in the underground economy /		9781847201881 (e-book)							https://www.elgaronline.com/view/9781845425203.xml|https://doi.org/10.4337/9781847201881			Williams, Colin C.,	eep9781847201881		fulltext		Edward Elgar,	Monograph		2006						P					
Handbook of organizational politics		9781847201874 (e-book)							https://www.elgaronline.com/view/9781843769958.xml|https://doi.org/10.4337/9781847201874				eep9781847201874		fulltext		Edward Elgar,	Monograph		2006						P					
Trust and entrepreneurship : a West-East perspective /		9781845428099 (e-book)							https://www.elgaronline.com/view/9781843768951.xml|https://doi.org/10.4337/9781845428099				eep9781845428099		fulltext		Edward Elgar Pub.,	Monograph		2005						P					
Handbook of organizational routines		9781848442702 (e-book)							https://www.elgaronline.com/view/9781843769583.xml|https://doi.org/10.4337/9781848442702				eep9781848442702		fulltext		Edward Elgar,	Monograph		2008						P					
Learning from exporting : new insights, new perspectives /		9781781953006 (e-book)							https://www.elgaronline.com/view/9781845425814.xml|https://doi.org/10.4337/9781781953006			Salomon, Robert,	eep9781781953006		fulltext		Edward Elgar,	Monograph		2006						P					
Multinational banking in China : theory and practice /		9781848446113 (e-book)							https://www.elgaronline.com/view/9781845425890.xml|https://doi.org/10.4337/9781848446113			Mengchen.	eep9781848446113		fulltext		Edward Elgar,	Monograph		2009						P					
Handbook of research on cluster theory		9781848442849 (e-book)							https://www.elgaronline.com/view/9781845425166.xml|https://doi.org/10.4337/9781848442849				eep9781848442849		fulltext		Edward Elgar,	Monograph		2008	1					P					
Handbook of research on European business and entrepreneurship : towards a theory of internationalization /		9781848441309 (e-book)							https://www.elgaronline.com/view/9781845425012.xml|https://doi.org/10.4337/9781848441309				eep9781848441309		fulltext		Edward Elgar,	Monograph		2008						P					
Narratives of enterprise : crafting entrepreneurial self-identity in a small firm /		9781845429904 (e-book)							https://www.elgaronline.com/view/9781843767671.xml|https://doi.org/10.4337/9781845429904			Down, Simon,	eep9781845429904		fulltext		Edward Elgar,	Monograph		2006						P					
Entrepreneurial small businesses : a resource-based perspective /		9781845425692 (e-book)							https://www.elgaronline.com/view/9781845420185.xml|https://doi.org/10.4337/9781845425692			Shepherd, Dean A.	eep9781845425692		fulltext		Edward Elgar,	Monograph		2005						P					
Corporate strategies under international terrorism and adversity		9781847200228 (e-book)							https://www.elgaronline.com/view/9781845422417.xml|https://doi.org/10.4337/9781847200228				eep9781847200228		fulltext		Edward Elgar,	Monograph		2006						P					
Multinational firms, innovation and productivity		9781847201591 (e-book)							https://www.elgaronline.com/view/9781845421984.xml|https://doi.org/10.4337/9781847201591			Castellani, Davide.	eep9781847201591		fulltext		Edward Elgar,	Monograph		2006						P					
Transformational CEOs : leadership and management success in Japan /		9781845428112 (e-book)							https://www.elgaronline.com/view/9781845420468.xml|https://doi.org/10.4337/9781845428112			Kase, Kimio,	eep9781845428112		fulltext		Edward Elgar,	Monograph		2005						P					
Corporate environmental strategy and competitive advantage		9781845426859 (e-book)							https://www.elgaronline.com/view/9781845420055.xml|https://doi.org/10.4337/9781845426859				eep9781845426859		fulltext		Edward Elgar,	Monograph		2005						P					
The entrepreneurial culture : network advantage within Chinese and Irish software firms /		9781781007556 (e-book)							https://www.elgaronline.com/view/9781845420147.xml|https://doi.org/10.4337/9781781007556			Tsang, Denise,	eep9781781007556		fulltext		Edward Elgar,	Monograph		2006						P					
Handbook of qualitative research methods in marketing		9781847204127 (e-book)							https://www.elgaronline.com/view/9781845421007.xml|https://doi.org/10.4337/9781847204127				eep9781847204127		fulltext		Edward Elgar,	Monograph		2006						P					
Organizational innovations and economic growth : organosis and growth of firms, sectors, and countries /		9781845425685 (e-book)							https://www.elgaronline.com/view/9781843767213.xml|https://doi.org/10.4337/9781845425685			Sanidas, Elias.	eep9781845425685		fulltext		Edward Elgar,	Monograph		2005						P					
Multinationals and industrial competitiveness : a new agenda /		9781845423414 (e-book)							https://www.elgaronline.com/view/9781843766865.xml|https://doi.org/10.4337/9781845423414			Dunning, John H.	eep9781845423414		fulltext		Edward Elgar,	Monograph		2004						P					
Economic development through entrepreneurship : government, university and business linkages /		9781845428181 (e-book)							https://www.elgaronline.com/view/9781843768555.xml|https://doi.org/10.4337/9781845428181				eep9781845428181		fulltext		Edward Elgar,	Monograph		2005						P					
Lessons on leadership by terror : finding Shaka Zulu in the attic /		9781845423476 (e-book)							https://www.elgaronline.com/view/9781843769330.xml|https://doi.org/10.4337/9781845423476			Kets de Vries, Manfred F. R.	eep9781845423476		fulltext		Edward Elgar,	Monograph		2004						P					
Moral leadership in action : building and sustaining moral competence in European organizations /		9781843767503 (e-book)							https://www.elgaronline.com/view/9781840647464.xml|https://doi.org/10.4337/9781843767503				eep9781843767503		fulltext		Edward Elgar,	Monograph		2002						P					
Innovation in the pharmaceutical industry : the process of drug discovery and development /		9781843765660 (e-book)							https://www.elgaronline.com/view/9781843760504.xml|https://doi.org/10.4337/9781843765660			Hara, Takuji,	eep9781843765660		fulltext		E. Elgar,	Monograph		2003						P					
The handbook of human resource management policies and practices in Asia-Pacific economies.		9781781954300 (e-book)							https://www.elgaronline.com/view/9781840647501.xml|https://doi.org/10.4337/9781781954300				eep9781781954300		fulltext		Edward Elgar Pub.,	Monograph		    	v. 1					P					
Handbook of research on international entrepreneurship		9781845420512 (e-book)							https://www.elgaronline.com/view/9781843760696.xml|https://doi.org/10.4337/9781845420512				eep9781845420512		fulltext		Edward Elgar Pub.,	Monograph		2004						P					
Sustaining growth and performance in East Asia : the role of small and medium sized enterprises /		9781845425630 (e-book)							https://www.elgaronline.com/view/9781840648089.xml|https://doi.org/10.4337/9781845425630				eep9781845425630		fulltext		Edward Elgar Pub.,	Monograph		2004						P					
Corporate governance, market structure and innovation		9781843765363 (e-book)							https://www.elgaronline.com/view/9781840648768.xml|https://doi.org/10.4337/9781843765363				eep9781843765363		fulltext		E. Elgar,	Monograph		2003						P					
Entrepreneurs and the transformation of the global economy		9781843765356 (e-book)							https://www.elgaronline.com/view/9781840648195.xml|https://doi.org/10.4337/9781843765356			Ellison, Anthony P.	eep9781843765356		fulltext		Edward Elger,	Monograph		2002						P					
The handbook of human resource management policies and practices in Asia-Pacific economies.		9781781954317 (e-book)							https://www.elgaronline.com/view/9781840647518.xml|https://doi.org/10.4337/9781781954317				eep9781781954317		fulltext		Edward Elgar Pub.,	Monograph		    	v. 2					P					
Entrepreneurship and the firm : Austrian perspectives on economic organization /		9781843767107 (e-book)							https://www.elgaronline.com/view/1840646608.xml|https://doi.org/10.4337/9781843767107				eep9781843767107		fulltext		Edward Elgar,	Monograph		2002						P					
Network knowledge in international business		9781781950623 (e-book)							https://www.elgaronline.com/view/1840648708.xml|https://doi.org/10.4337/9781781950623				eep9781781950623		fulltext		E. Elgar,	Monograph		2002						P					
Theories and paradigms of international business activity : the selected essays of John H. Dunning. Volume 1 /		9781843767053 (e-book)							https://www.elgaronline.com/view/1840647000.xml|https://doi.org/10.4337/9781843767053			Dunning, John H.	eep9781843767053		fulltext		Edward Elgar Pub.,	Monograph		2002	v. 1					P					
Handbook of qualitative research methods for international business		9781781954331 (e-book)							https://www.elgaronline.com/view/9781843760832.xml|https://doi.org/10.4337/9781781954331				eep9781781954331		fulltext		Edward Elgar,	Monograph		2004						P					
Research companion to working time and work addiction		9781847202833 (e-book)							https://www.elgaronline.com/view/1845424085.xml|https://doi.org/10.4337/9781847202833				eep9781847202833		fulltext		Edward Elgar,	Monograph		2006						P					
The trouble with trust : the dynamics of interpersonal trust building /		9781845426873 (e-book)							https://www.elgaronline.com/view/9781845422905.xml|https://doi.org/10.4337/9781845426873			"Six, Frédérique,"	eep9781845426873		fulltext		Edward Elgar,	Monograph		2005						P					
Successful professional women of the Americas : from polar winds to tropical breezes /		9781847201799 (e-book)							https://www.elgaronline.com/view/9781845424374.xml|https://doi.org/10.4337/9781847201799				eep9781847201799		fulltext		Edward Elgar,	Monograph		2006						P					
Transformations in global governance : implications for multinationals and other stakeholders /		9781847203151 (e-book)							https://www.elgaronline.com/view/1845422996.xml|https://doi.org/10.4337/9781847203151				eep9781847203151		fulltext		Edward Elgar,	Monograph		2006						P					
Handbook of research on venture capital		9781847208781 (e-book)							https://www.elgaronline.com/view/9781845423124.xml|https://doi.org/10.4337/9781847208781				eep9781847208781		fulltext		Edward Elgar Pub.,	Monograph		2007						P					
Growth-oriented women entrepreneurs and their businesses : a global research perspective /		9781845429942 (e-book)							https://www.elgaronline.com/view/9781845422899.xml|https://doi.org/10.4337/9781845429942				eep9781845429942		fulltext		Edward Elgar,	Monograph		2006						P					
Trust under pressure : empirical investigations of trust and trust building in uncertain circumstances /		9781845427962 (e-book)							https://www.elgaronline.com/view/9781845423117.xml|https://doi.org/10.4337/9781845427962				eep9781845427962		fulltext		Edward Elgar,	Monograph		2005						P					
Globalization and entrepreneurship : policy and strategy perspectives /		9781843767084 (e-book)							https://www.elgaronline.com/view/184376024X.xml|https://doi.org/10.4337/9781843767084				eep9781843767084		fulltext		Edward Elgar,	Monograph		2003						P					
Handbook of research in international marketing		9781781950395 (e-book)							https://www.elgaronline.com/view/1840649461.xml|https://doi.org/10.4337/9781781950395				eep9781781950395		fulltext		Edward Elgar,	Monograph		2003						P					
Alliance capitalism for the new American economy		9781781951088 (e-book)							https://www.elgaronline.com/view/1840649348.xml|https://doi.org/10.4337/9781781951088				eep9781781951088		fulltext		E. Elgar,	Monograph		2003						P					
Handbook of research on family business		9781847204394 (e-book)							https://www.elgaronline.com/view/9781845424107.xml|https://doi.org/10.4337/9781847204394				eep9781847204394		fulltext		Edward Elgar,	Monograph		2006						P					
